Event Date,Health Planning Region,Case Status,Number of Cases,Number of Hospitalizations,Number of Deaths
02/20/2021,Northern,Probable,91,2,0
02/20/2021,Eastern,Confirmed,221,14,11
02/20/2021,Northwest,Confirmed,133,6,7
02/20/2021,Eastern,Probable,119,3,1
02/20/2021,Northwest,Probable,58,0,0
02/20/2021,Southwest,Confirmed,161,11,4
02/21/2021,Northern,Confirmed,230,11,6
02/21/2021,Northwest,Confirmed,131,4,1
02/21/2021,Central,Confirmed,161,7,11
02/21/2021,Northwest,Probable,67,2,2
02/21/2021,Southwest,Confirmed,134,10,4
02/21/2021,Eastern,Probable,115,1,0
02/21/2021,Southwest,Probable,51,2,1
02/21/2021,Eastern,Confirmed,231,17,10
02/21/2021,Northern,Probable,94,0,0
02/21/2021,Central,Probable,95,4,2
02/22/2021,Eastern,Confirmed,272,26,15
02/22/2021,Northwest,Probable,81,1,1
02/22/2021,Southwest,Probable,69,1,1
02/22/2021,Eastern,Probable,139,1,2
02/22/2021,Northern,Confirmed,330,5,5
02/22/2021,Central,Probable,140,2,0
02/22/2021,Southwest,Confirmed,193,8,8
02/22/2021,Northwest,Confirmed,203,6,4
02/22/2021,Central,Confirmed,247,14,9
02/22/2021,Northern,Probable,125,0,0
02/23/2021,Eastern,Confirmed,291,22,9
02/23/2021,Central,Confirmed,190,14,4
02/23/2021,Southwest,Probable,62,0,2
02/23/2021,Northwest,Confirmed,159,7,2
02/23/2021,Northwest,Probable,71,0,0
02/23/2021,Central,Probable,113,0,1
02/23/2021,Northern,Probable,99,0,1
02/23/2021,Northern,Confirmed,333,5,2
02/23/2021,Southwest,Confirmed,175,6,4
02/23/2021,Eastern,Probable,148,0,0
02/24/2021,Central,Confirmed,169,11,8
02/24/2021,Eastern,Confirmed,282,25,6
02/24/2021,Central,Probable,105,2,1
02/24/2021,Northern,Probable,113,0,1
02/24/2021,Northwest,Confirmed,139,5,2
02/24/2021,Northern,Confirmed,315,9,2
02/24/2021,Northwest,Probable,63,0,0
02/24/2021,Southwest,Probable,80,2,2
02/24/2021,Eastern,Probable,132,0,2
02/24/2021,Southwest,Confirmed,176,4,3
02/25/2021,Southwest,Probable,54,3,1
02/25/2021,Central,Probable,102,1,1
02/25/2021,Central,Confirmed,163,13,8
02/25/2021,Northwest,Probable,69,0,0
02/25/2021,Southwest,Confirmed,153,4,4
02/25/2021,Northern,Probable,103,0,0
02/25/2021,Northwest,Confirmed,202,2,3
02/25/2021,Northern,Confirmed,263,5,2
02/25/2021,Eastern,Probable,133,1,1
02/25/2021,Eastern,Confirmed,260,15,12
02/26/2021,Southwest,Probable,47,0,1
02/26/2021,Eastern,Confirmed,283,11,6
02/26/2021,Central,Confirmed,177,5,7
02/26/2021,Northern,Confirmed,269,5,1
02/26/2021,Northern,Probable,116,2,0
02/26/2021,Northwest,Probable,53,0,1
02/26/2021,Southwest,Confirmed,128,8,3
02/26/2021,Central,Probable,99,1,3
02/26/2021,Eastern,Probable,103,1,0
02/26/2021,Northwest,Confirmed,145,4,4
02/27/2021,Central,Confirmed,136,9,12
02/27/2021,Southwest,Probable,51,2,4
02/27/2021,Eastern,Probable,92,2,1
02/27/2021,Northern,Confirmed,197,12,3
02/27/2021,Northwest,Confirmed,99,3,2
02/27/2021,Eastern,Confirmed,168,13,11
02/27/2021,Northern,Probable,119,0,0
02/27/2021,Central,Probable,103,0,1
02/27/2021,Northwest,Probable,66,1,1
02/27/2021,Southwest,Confirmed,112,5,8
02/28/2021,Eastern,Confirmed,205,17,4
02/28/2021,Southwest,Probable,54,3,1
02/28/2021,Northern,Confirmed,204,8,4
02/28/2021,Central,Confirmed,142,7,6
02/28/2021,Northwest,Confirmed,88,6,1
02/28/2021,Southwest,Confirmed,110,2,3
02/28/2021,Northern,Probable,103,0,0
02/28/2021,Eastern,Probable,82,0,0
02/28/2021,Northwest,Probable,64,0,0
02/28/2021,Central,Probable,92,0,1
03/01/2021,Central,Probable,100,0,0
03/01/2021,Southwest,Confirmed,177,7,5
03/01/2021,Northwest,Probable,75,2,1
03/01/2021,Eastern,Probable,126,0,0
03/01/2021,Central,Confirmed,173,9,3
03/01/2021,Eastern,Confirmed,284,19,8
03/01/2021,Northern,Confirmed,267,7,2
03/01/2021,Northwest,Confirmed,156,7,3
03/01/2021,Northern,Probable,121,0,0
03/01/2021,Southwest,Probable,65,4,2
03/02/2021,Central,Probable,93,0,0
03/02/2021,Northwest,Probable,59,0,0
03/02/2021,Northwest,Confirmed,135,2,1
03/02/2021,Northern,Probable,91,0,0
03/02/2021,Eastern,Confirmed,208,16,6
03/02/2021,Eastern,Probable,99,2,3
03/02/2021,Southwest,Probable,71,3,1
03/02/2021,Northern,Confirmed,250,5,4
03/02/2021,Central,Confirmed,192,12,3
03/02/2021,Southwest,Confirmed,142,8,5
03/03/2021,Northwest,Probable,51,0,0
03/03/2021,Central,Confirmed,150,7,8
03/03/2021,Eastern,Confirmed,248,8,3
03/03/2021,Northern,Probable,119,0,0
03/03/2021,Southwest,Confirmed,162,4,1
03/03/2021,Northern,Confirmed,238,3,1
03/03/2021,Northwest,Confirmed,128,8,2
03/03/2021,Central,Probable,97,0,0
03/03/2021,Eastern,Probable,98,1,0
03/03/2021,Southwest,Probable,53,3,2
03/04/2021,Eastern,Probable,112,0,1
03/04/2021,Southwest,Confirmed,145,4,4
03/04/2021,Northern,Probable,107,0,0
03/04/2021,Eastern,Confirmed,198,13,8
03/04/2021,Central,Confirmed,161,12,4
03/04/2021,Northern,Confirmed,272,7,1
03/04/2021,Southwest,Probable,73,0,3
03/04/2021,Central,Probable,111,0,2
03/04/2021,Northwest,Probable,62,0,0
03/04/2021,Northwest,Confirmed,105,2,2
03/05/2021,Northwest,Probable,81,0,1
03/05/2021,Central,Confirmed,146,9,2
03/05/2021,Northwest,Confirmed,91,2,2
03/05/2021,Northern,Confirmed,246,5,3
03/05/2021,Northern,Probable,95,0,0
03/05/2021,Central,Probable,107,1,0
03/05/2021,Eastern,Probable,105,1,0
03/05/2021,Southwest,Probable,77,2,1
03/05/2021,Eastern,Confirmed,298,16,5
03/05/2021,Southwest,Confirmed,141,13,7
03/06/2021,Northwest,Confirmed,82,2,2
03/06/2021,Northern,Confirmed,195,5,0
03/06/2021,Central,Confirmed,149,6,4
03/06/2021,Eastern,Confirmed,169,12,3
03/06/2021,Eastern,Probable,105,0,0
03/06/2021,Southwest,Confirmed,114,7,4
03/06/2021,Southwest,Probable,77,1,3
03/06/2021,Northern,Probable,92,0,0
03/06/2021,Central,Probable,97,0,0
03/06/2021,Northwest,Probable,63,0,0
03/07/2021,Southwest,Confirmed,87,3,1
03/07/2021,Central,Probable,97,0,0
03/07/2021,Southwest,Probable,84,3,3
03/07/2021,Northwest,Probable,83,2,0
03/07/2021,Eastern,Probable,105,0,0
03/07/2021,Northwest,Confirmed,71,1,3
03/07/2021,Northern,Probable,109,0,0
03/07/2021,Northern,Confirmed,167,9,0
03/07/2021,Eastern,Confirmed,174,14,11
03/07/2021,Central,Confirmed,117,9,6
03/08/2021,Southwest,Confirmed,137,9,0
03/08/2021,Southwest,Probable,100,0,2
03/08/2021,Central,Probable,113,1,3
03/08/2021,Northern,Confirmed,230,9,4
03/08/2021,Northwest,Confirmed,173,3,4
03/08/2021,Northern,Probable,146,1,0
03/08/2021,Central,Confirmed,187,8,3
03/08/2021,Northwest,Probable,90,0,0
03/08/2021,Eastern,Confirmed,242,19,6
03/08/2021,Eastern,Probable,121,1,0
03/09/2021,Northern,Probable,95,1,1
03/09/2021,Northwest,Probable,87,1,0
03/09/2021,Northwest,Confirmed,164,3,3
03/09/2021,Eastern,Confirmed,217,12,6
03/09/2021,Southwest,Confirmed,120,4,3
03/09/2021,Central,Confirmed,128,6,4
03/09/2021,Northern,Confirmed,282,8,5
03/09/2021,Eastern,Probable,148,0,0
03/09/2021,Central,Probable,101,0,0
03/09/2021,Southwest,Probable,68,2,2
03/10/2021,Southwest,Confirmed,169,9,1
03/10/2021,Eastern,Confirmed,239,10,5
03/10/2021,Central,Probable,107,0,3
03/10/2021,Southwest,Probable,82,1,0
03/10/2021,Eastern,Probable,144,0,0
03/10/2021,Northwest,Probable,91,1,1
03/10/2021,Northern,Probable,114,1,0
03/10/2021,Northern,Confirmed,292,13,1
03/10/2021,Central,Confirmed,183,7,5
03/10/2021,Northwest,Confirmed,142,8,2
03/11/2021,Central,Confirmed,156,12,8
03/11/2021,Central,Probable,95,0,0
03/11/2021,Northwest,Confirmed,130,3,0
03/11/2021,Northern,Confirmed,230,9,2
03/11/2021,Northern,Probable,126,3,0
03/11/2021,Eastern,Probable,124,1,0
03/11/2021,Eastern,Confirmed,205,10,7
03/11/2021,Southwest,Confirmed,132,9,1
03/11/2021,Southwest,Probable,73,1,1
03/11/2021,Northwest,Probable,68,2,0
03/12/2021,Northern,Probable,106,0,0
03/12/2021,Southwest,Probable,55,2,1
03/12/2021,Eastern,Confirmed,233,10,7
03/12/2021,Northwest,Confirmed,149,7,0
03/12/2021,Eastern,Probable,135,0,0
03/12/2021,Central,Probable,90,0,2
03/12/2021,Central,Confirmed,138,9,0
03/12/2021,Northern,Confirmed,269,4,2
03/12/2021,Northwest,Probable,71,0,0
03/12/2021,Southwest,Confirmed,131,5,7
03/13/2021,Central,Confirmed,97,6,2
03/13/2021,Southwest,Confirmed,105,5,2
03/13/2021,Northwest,Probable,56,0,1
03/13/2021,Eastern,Probable,80,1,2
03/13/2021,Northern,Confirmed,245,10,1
03/13/2021,Northwest,Confirmed,107,3,2
03/13/2021,Central,Probable,70,4,1
03/13/2021,Southwest,Probable,57,1,0
03/13/2021,Eastern,Confirmed,175,14,5
03/13/2021,Northern,Probable,115,0,1
03/14/2021,Northwest,Probable,60,1,2
03/14/2021,Central,Probable,77,0,1
03/14/2021,Eastern,Probable,107,1,0
03/14/2021,Southwest,Probable,73,2,0
03/14/2021,Southwest,Confirmed,102,7,3
03/14/2021,Northwest,Confirmed,108,1,0
03/14/2021,Central,Confirmed,130,12,6
03/14/2021,Northern,Probable,99,1,0
03/14/2021,Eastern,Confirmed,186,12,7
03/14/2021,Northern,Confirmed,235,8,1
03/15/2021,Northwest,Confirmed,134,4,3
03/15/2021,Northern,Confirmed,352,8,2
03/15/2021,Eastern,Confirmed,287,13,3
03/15/2021,Southwest,Probable,92,2,1
03/15/2021,Northwest,Probable,78,1,0
03/15/2021,Southwest,Confirmed,132,5,3
03/15/2021,Central,Confirmed,135,6,4
03/15/2021,Central,Probable,109,1,0
03/15/2021,Northern,Probable,129,0,0
03/15/2021,Eastern,Probable,137,1,0
03/16/2021,Southwest,Probable,58,2,1
03/16/2021,Northern,Probable,94,0,1
03/16/2021,Central,Confirmed,155,9,3
03/16/2021,Southwest,Confirmed,125,5,4
03/16/2021,Eastern,Probable,124,4,1
03/16/2021,Northern,Confirmed,293,7,1
03/16/2021,Northwest,Confirmed,142,3,1
03/16/2021,Northwest,Probable,55,1,1
03/16/2021,Eastern,Confirmed,214,11,3
03/16/2021,Central,Probable,99,0,0
03/17/2021,Southwest,Confirmed,147,9,0
03/17/2021,Northwest,Confirmed,157,1,2
03/17/2021,Southwest,Probable,67,0,2
03/17/2021,Northern,Probable,128,0,0
03/17/2021,Eastern,Probable,150,0,1
03/17/2021,Central,Probable,88,1,0
03/17/2021,Eastern,Confirmed,253,11,8
03/17/2021,Central,Confirmed,160,9,4
03/17/2021,Northwest,Probable,62,0,0
03/17/2021,Northern,Confirmed,295,9,2
03/18/2021,Northwest,Confirmed,113,0,0
03/18/2021,Northwest,Probable,85,0,1
03/18/2021,Southwest,Probable,57,1,0
03/18/2021,Southwest,Confirmed,126,10,1
03/18/2021,Central,Confirmed,132,3,7
03/18/2021,Eastern,Confirmed,199,15,7
03/18/2021,Central,Probable,113,1,0
03/18/2021,Northern,Probable,92,0,0
03/18/2021,Northern,Confirmed,233,6,1
03/18/2021,Eastern,Probable,107,1,1
03/19/2021,Northwest,Confirmed,114,4,0
03/19/2021,Central,Confirmed,153,10,8
03/19/2021,Northern,Confirmed,235,12,0
03/19/2021,Eastern,Probable,148,0,0
03/19/2021,Northern,Probable,114,1,1
03/19/2021,Central,Probable,100,2,0
03/19/2021,Southwest,Probable,63,0,0
03/19/2021,Northwest,Probable,51,0,0
03/19/2021,Eastern,Confirmed,276,8,5
03/19/2021,Southwest,Confirmed,130,7,4
03/20/2021,Northwest,Probable,52,1,0
03/20/2021,Northern,Confirmed,216,7,3
03/20/2021,Eastern,Confirmed,197,7,3
03/20/2021,Central,Probable,70,1,0
03/20/2021,Southwest,Probable,59,1,0
03/20/2021,Southwest,Confirmed,107,10,1
03/20/2021,Eastern,Probable,102,2,0
03/20/2021,Northwest,Confirmed,123,3,0
03/20/2021,Central,Confirmed,130,8,6
03/20/2021,Northern,Probable,107,0,0
03/21/2021,Northern,Confirmed,205,8,2
03/21/2021,Northwest,Probable,62,1,1
03/21/2021,Central,Probable,77,1,0
03/21/2021,Eastern,Confirmed,169,14,3
03/21/2021,Northern,Probable,102,0,0
03/21/2021,Central,Confirmed,113,9,5
03/21/2021,Eastern,Probable,117,0,1
03/21/2021,Southwest,Probable,54,1,1
03/21/2021,Northwest,Confirmed,127,2,2
03/21/2021,Southwest,Confirmed,113,19,1
03/22/2021,Northwest,Probable,84,1,0
03/22/2021,Southwest,Confirmed,139,5,6
03/22/2021,Northern,Probable,121,1,0
03/22/2021,Eastern,Confirmed,269,16,4
03/22/2021,Northern,Confirmed,311,3,3
03/22/2021,Eastern,Probable,140,2,1
03/22/2021,Central,Probable,140,0,0
03/22/2021,Central,Confirmed,167,9,5
03/22/2021,Northwest,Confirmed,154,3,4
03/22/2021,Southwest,Probable,83,1,1
03/23/2021,Eastern,Probable,122,1,0
03/23/2021,Central,Probable,107,0,0
03/23/2021,Southwest,Probable,65,2,2
03/23/2021,Northwest,Confirmed,184,4,1
03/23/2021,Northern,Probable,137,2,0
03/23/2021,Northern,Confirmed,323,10,3
03/23/2021,Central,Confirmed,188,5,4
03/23/2021,Eastern,Confirmed,290,21,6
03/23/2021,Southwest,Confirmed,161,5,3
03/23/2021,Northwest,Probable,76,0,0
03/24/2021,Central,Probable,129,0,0
03/24/2021,Northwest,Confirmed,149,8,0
03/24/2021,Northern,Confirmed,331,8,3
03/24/2021,Northwest,Probable,85,0,1
03/24/2021,Eastern,Confirmed,283,12,3
03/24/2021,Southwest,Probable,78,2,0
03/24/2021,Northern,Probable,121,2,0
03/24/2021,Central,Confirmed,182,6,1
03/24/2021,Southwest,Confirmed,158,5,3
03/24/2021,Eastern,Probable,144,1,1
03/25/2021,Southwest,Confirmed,136,6,1
03/25/2021,Northern,Confirmed,307,2,2
03/25/2021,Central,Confirmed,201,16,3
03/25/2021,Central,Probable,110,1,0
03/25/2021,Northern,Probable,140,0,2
03/25/2021,Eastern,Probable,151,0,0
03/25/2021,Eastern,Confirmed,289,17,7
03/25/2021,Northwest,Probable,80,0,0
03/25/2021,Southwest,Probable,55,4,0
03/25/2021,Northwest,Confirmed,146,5,2
03/26/2021,Central,Probable,89,3,0
03/26/2021,Northwest,Probable,87,2,0
03/26/2021,Northern,Probable,104,0,0
03/26/2021,Northwest,Confirmed,137,7,2
03/26/2021,Eastern,Probable,126,1,1
03/26/2021,Northern,Confirmed,340,10,2
03/26/2021,Eastern,Confirmed,232,21,3
03/26/2021,Central,Confirmed,177,10,3
03/26/2021,Southwest,Probable,78,3,0
03/26/2021,Southwest,Confirmed,149,14,4
03/27/2021,Southwest,Probable,50,1,2
03/27/2021,Southwest,Confirmed,107,5,1
03/27/2021,Eastern,Confirmed,179,21,4
03/27/2021,Northern,Probable,88,0,0
03/27/2021,Central,Confirmed,111,10,1
03/27/2021,Northern,Confirmed,241,7,1
03/27/2021,Central,Probable,82,1,1
03/27/2021,Eastern,Probable,99,1,0
03/27/2021,Northwest,Confirmed,121,1,4
03/27/2021,Northwest,Probable,45,0,2
03/28/2021,Central,Confirmed,119,8,4
03/28/2021,Northern,Confirmed,227,6,1
03/28/2021,Central,Probable,74,1,0
03/28/2021,Northern,Probable,95,1,0
03/28/2021,Eastern,Confirmed,181,11,4
03/28/2021,Southwest,Confirmed,90,11,1
03/28/2021,Eastern,Probable,69,1,0
03/28/2021,Northwest,Confirmed,109,0,1
03/28/2021,Northwest,Probable,64,0,0
03/28/2021,Southwest,Probable,41,1,2
03/29/2021,Northwest,Confirmed,161,5,1
03/29/2021,Eastern,Probable,97,0,1
03/29/2021,Northwest,Probable,83,0,1
03/29/2021,Southwest,Probable,79,0,1
03/29/2021,Northern,Probable,97,0,2
03/29/2021,Northern,Confirmed,316,7,0
03/29/2021,Central,Confirmed,192,11,1
03/29/2021,Southwest,Confirmed,135,7,2
03/29/2021,Central,Probable,98,1,0
03/29/2021,Eastern,Confirmed,251,11,1
03/30/2021,Southwest,Probable,48,0,0
03/30/2021,Central,Confirmed,172,5,3
03/30/2021,Northern,Confirmed,309,7,1
03/30/2021,Northern,Probable,118,1,0
03/30/2021,Central,Probable,98,1,0
03/30/2021,Southwest,Confirmed,140,6,4
03/30/2021,Northwest,Probable,75,0,1
03/30/2021,Northwest,Confirmed,146,5,1
03/30/2021,Eastern,Confirmed,218,14,3
03/30/2021,Eastern,Probable,122,0,0
03/31/2021,Central,Confirmed,170,8,5
03/31/2021,Eastern,Confirmed,228,15,7
03/31/2021,Northern,Confirmed,287,14,4
03/31/2021,Southwest,Probable,56,0,0
03/31/2021,Eastern,Probable,114,1,0
03/31/2021,Central,Probable,95,1,1
03/31/2021,Southwest,Confirmed,120,7,2
03/31/2021,Northwest,Confirmed,178,2,1
03/31/2021,Northwest,Probable,84,0,0
03/31/2021,Northern,Probable,149,2,0
04/01/2021,Northern,Confirmed,314,4,3
04/01/2021,Southwest,Probable,47,2,2
04/01/2021,Eastern,Confirmed,214,11,2
04/01/2021,Central,Confirmed,163,1,3
04/01/2021,Central,Probable,90,1,0
04/01/2021,Northwest,Confirmed,137,8,1
04/01/2021,Southwest,Confirmed,154,14,3
04/01/2021,Northwest,Probable,67,0,0
04/01/2021,Northern,Probable,120,1,0
04/01/2021,Eastern,Probable,115,0,1
04/02/2021,Eastern,Confirmed,221,9,2
04/02/2021,Southwest,Confirmed,130,13,2
04/02/2021,Northern,Confirmed,321,6,1
04/02/2021,Northwest,Probable,81,1,0
04/02/2021,Eastern,Probable,101,0,1
04/02/2021,Southwest,Probable,57,0,0
04/02/2021,Central,Probable,79,0,0
04/02/2021,Northwest,Confirmed,156,4,1
04/02/2021,Northern,Probable,109,0,0
04/02/2021,Central,Confirmed,124,8,4
04/03/2021,Northwest,Probable,49,0,0
04/03/2021,Central,Probable,80,1,1
04/03/2021,Northwest,Confirmed,128,3,0
04/03/2021,Southwest,Confirmed,95,8,1
04/03/2021,Northern,Probable,102,1,0
04/03/2021,Eastern,Probable,93,0,0
04/03/2021,Southwest,Probable,42,1,2
04/03/2021,Eastern,Confirmed,181,16,2
04/03/2021,Northern,Confirmed,268,9,0
04/03/2021,Central,Confirmed,105,7,3
04/04/2021,Eastern,Probable,83,1,0
04/04/2021,Eastern,Confirmed,178,7,6
04/04/2021,Northwest,Probable,53,0,0
04/04/2021,Northern,Probable,93,1,0
04/04/2021,Northern,Confirmed,214,10,0
04/04/2021,Central,Probable,62,3,0
04/04/2021,Northwest,Confirmed,116,9,4
04/04/2021,Southwest,Confirmed,89,11,2
04/04/2021,Southwest,Probable,40,4,1
04/04/2021,Central,Confirmed,94,7,3
04/05/2021,Southwest,Probable,93,4,0
04/05/2021,Northern,Confirmed,317,12,5
04/05/2021,Central,Confirmed,159,11,4
04/05/2021,Northwest,Confirmed,174,13,3
04/05/2021,Southwest,Confirmed,137,12,3
04/05/2021,Northern,Probable,148,0,1
04/05/2021,Northwest,Probable,100,1,0
04/05/2021,Central,Probable,96,0,1
04/05/2021,Eastern,Probable,128,1,0
04/05/2021,Eastern,Confirmed,222,13,3
04/06/2021,Northern,Probable,130,0,1
04/06/2021,Central,Probable,98,0,2
04/06/2021,Northwest,Probable,79,0,2
04/06/2021,Northern,Confirmed,301,7,4
04/06/2021,Eastern,Probable,130,0,0
04/06/2021,Southwest,Probable,82,2,2
04/06/2021,Northwest,Confirmed,165,5,0
04/06/2021,Central,Confirmed,139,12,1
04/06/2021,Southwest,Confirmed,133,13,5
04/06/2021,Eastern,Confirmed,239,13,2
04/07/2021,Central,Probable,98,0,2
04/07/2021,Central,Confirmed,140,11,0
04/07/2021,Northern,Probable,109,1,1
04/07/2021,Northern,Confirmed,320,9,1
04/07/2021,Eastern,Probable,109,2,0
04/07/2021,Northwest,Confirmed,163,6,2
04/07/2021,Southwest,Confirmed,161,11,3
04/07/2021,Eastern,Confirmed,223,6,4
04/07/2021,Southwest,Probable,81,0,0
04/07/2021,Northwest,Probable,94,5,0
04/08/2021,Northwest,Probable,80,2,1
04/08/2021,Southwest,Confirmed,142,5,2
04/08/2021,Central,Probable,73,2,1
04/08/2021,Northern,Confirmed,277,11,4
04/08/2021,Southwest,Probable,64,2,0
04/08/2021,Central,Confirmed,119,8,2
04/08/2021,Eastern,Confirmed,196,12,4
04/08/2021,Northwest,Confirmed,176,5,2
04/08/2021,Northern,Probable,138,0,1
04/08/2021,Eastern,Probable,108,0,0
04/09/2021,Northwest,Confirmed,151,4,1
04/09/2021,Southwest,Confirmed,135,8,0
04/09/2021,Northern,Probable,110,1,0
04/09/2021,Southwest,Probable,66,2,2
04/09/2021,Central,Probable,92,0,0
04/09/2021,Eastern,Probable,116,0,1
04/09/2021,Northwest,Probable,82,2,0
04/09/2021,Eastern,Confirmed,207,4,0
04/09/2021,Northern,Confirmed,256,7,1
04/09/2021,Central,Confirmed,129,12,5
04/10/2021,Eastern,Confirmed,173,7,3
04/10/2021,Northern,Probable,92,3,1
04/10/2021,Northwest,Probable,78,0,0
04/10/2021,Northwest,Confirmed,137,11,3
04/10/2021,Central,Probable,68,1,0
04/10/2021,Southwest,Probable,44,2,0
04/10/2021,Central,Confirmed,126,10,7
04/10/2021,Northern,Confirmed,246,6,0
04/10/2021,Southwest,Confirmed,117,6,2
04/10/2021,Eastern,Probable,110,0,0
04/11/2021,Northwest,Confirmed,126,7,1
04/11/2021,Northwest,Probable,67,0,1
04/11/2021,Southwest,Confirmed,108,4,0
04/11/2021,Northern,Probable,94,2,0
04/11/2021,Eastern,Confirmed,142,18,3
04/11/2021,Northern,Confirmed,184,12,2
04/11/2021,Central,Confirmed,111,11,2
04/11/2021,Eastern,Probable,101,2,0
04/11/2021,Central,Probable,100,1,1
04/11/2021,Southwest,Probable,53,4,0
04/12/2021,Central,Probable,122,1,0
04/12/2021,Eastern,Probable,135,1,0
04/12/2021,Northern,Probable,122,0,0
04/12/2021,Eastern,Confirmed,239,14,3
04/12/2021,Southwest,Confirmed,154,10,2
04/12/2021,Southwest,Probable,109,4,0
04/12/2021,Northwest,Probable,100,2,0
04/12/2021,Northwest,Confirmed,201,8,1
04/12/2021,Central,Confirmed,155,9,2
04/12/2021,Northern,Confirmed,255,11,0
04/13/2021,Southwest,Confirmed,202,7,5
04/13/2021,Northwest,Confirmed,175,3,0
04/13/2021,Southwest,Probable,76,1,2
04/13/2021,Central,Confirmed,129,4,3
04/13/2021,Eastern,Probable,111,0,1
04/13/2021,Northwest,Probable,82,0,1
04/13/2021,Northern,Confirmed,229,6,0
04/13/2021,Northern,Probable,113,0,0
04/13/2021,Central,Probable,95,1,0
04/13/2021,Eastern,Confirmed,198,7,5
04/14/2021,Northwest,Probable,96,1,1
04/14/2021,Central,Confirmed,141,11,5
04/14/2021,Northwest,Confirmed,184,8,0
04/14/2021,Central,Probable,91,1,0
04/14/2021,Eastern,Probable,100,1,1
04/14/2021,Southwest,Confirmed,148,12,1
04/14/2021,Northern,Probable,98,0,1
04/14/2021,Northern,Confirmed,249,3,3
04/14/2021,Eastern,Confirmed,202,10,8
04/14/2021,Southwest,Probable,74,3,0
04/15/2021,Eastern,Confirmed,187,8,4
04/15/2021,Northwest,Confirmed,136,12,2
04/15/2021,Central,Probable,85,3,0
04/15/2021,Eastern,Probable,114,0,1
04/15/2021,Northwest,Probable,79,1,1
04/15/2021,Central,Confirmed,108,9,2
04/15/2021,Southwest,Confirmed,149,8,2
04/15/2021,Northern,Confirmed,209,8,1
04/15/2021,Southwest,Probable,80,2,1
04/15/2021,Northern,Probable,99,0,0
04/16/2021,Southwest,Confirmed,113,15,1
04/16/2021,Northern,Probable,99,0,0
04/16/2021,Eastern,Confirmed,171,12,7
04/16/2021,Central,Probable,85,0,0
04/16/2021,Southwest,Probable,69,3,0
04/16/2021,Northern,Confirmed,204,9,2
04/16/2021,Central,Confirmed,102,6,4
04/16/2021,Eastern,Probable,106,1,1
04/16/2021,Northwest,Confirmed,131,9,1
04/16/2021,Northwest,Probable,69,4,2
04/17/2021,Northern,Confirmed,165,5,6
04/17/2021,Southwest,Probable,51,0,0
04/17/2021,Central,Confirmed,96,6,3
04/17/2021,Southwest,Confirmed,114,17,2
04/17/2021,Eastern,Confirmed,137,18,1
04/17/2021,Northwest,Probable,53,1,1
04/17/2021,Central,Probable,75,1,0
04/17/2021,Northern,Probable,72,1,1
04/17/2021,Northwest,Confirmed,103,5,0
04/17/2021,Eastern,Probable,81,3,0
04/18/2021,Northwest,Confirmed,123,3,2
04/18/2021,Central,Confirmed,82,10,6
04/18/2021,Southwest,Probable,54,6,0
